iter	RMSE
1117	0.5464156385
1118	0.5462777188
1119	0.5461457887
1120	0.5460176119
1121	0.5458635284
1122	0.5456662168
1123	0.5455258869
1124	0.5453712075
1125	0.5452292739
1126	0.5450959686
1127	0.544907007
1128	0.5448035421
1129	0.5446495771
1130	0.5444915724
1131	0.5443855226
1132	0.5442237138
1133	0.5441281826
1134	0.5439853392
1135	0.5438615616
1136	0.543746409
1137	0.5435742063
1138	0.5434166421
1139	0.543219008
1140	0.5430239241
1141	0.5428634189
1142	0.5427294155
1143	0.5425784917
1144	0.5424718348
1145	0.5423122049
1146	0.5421354154
1147	0.5420124255
1148	0.5418739435
1149	0.541753901
1150	0.54164404
1151	0.5414660706
1152	0.5413600113
1153	0.5411544669
1154	0.5409823563
1155	0.5408209922
1156	0.5406374242
1157	0.5404705773
1158	0.540313016
1159	0.540214052
1160	0.5400523427
1161	0.5398911579
1162	0.5397783759
1163	0.5396834559
1164	0.5395320838
1165	0.5394086083
1166	0.5392643847
1167	0.539074969
1168	0.5389216023
1169	0.5387520123
1170	0.5385785565
1171	0.5384962534
1172	0.5383273394
1173	0.5381561987
1174	0.5380304317
1175	0.5378732478
1176	0.5377407842
1177	0.5375811648
1178	0.5374701514
1179	0.5372998196
1180	0.5371449907
1181	0.5370216877
1182	0.5368896139
1183	0.5367716636
1184	0.5365868151
1185	0.5364753183
1186	0.5363704434
1187	0.5362911319
1188	0.5361189388
1189	0.536010274
1190	0.5358600959
1191	0.5357927248
1192	0.5356827649
1193	0.535551537
1194	0.5353568773
1195	0.5351839785
1196	0.5350458327
1197	0.534916829
1198	0.534805518
1199	0.5347146551
1200	0.5345784286
1201	0.5344575805
1202	0.5343171492
1203	0.5341792311
1204	0.5340902622
1205	0.5339679414
1206	0.533847161
1207	0.5336924564
1208	0.533563743
1209	0.5333918436
1210	0.533232255
1211	0.5331141456
1212	0.5329669994
1213	0.5328425458
1214	0.5327074612
1215	0.532568979
1216	0.5324383804
1217	0.532228464
1218	0.5320953041
1219	0.5320193192
1220	0.5318427309
1221	0.5316771298
1222	0.5315462548
1223	0.5313784605
1224	0.5311825844
1225	0.5310670968
1226	0.5308793039
1227	0.5307356951
1228	0.5306431104
1229	0.5304708736
1230	0.5303529783
1231	0.530237039
1232	0.5301280126
1233	0.5299710409
1234	0.5298402896
1235	0.5296555863
1236	0.5295330479
1237	0.5294067294
1238	0.5292575225
1239	0.5291479237
1240	0.5289970778
1241	0.5288845337
1242	0.5287167692
1243	0.5285838874
1244	0.5284798273
1245	0.5284004152
1246	0.5283069524
1247	0.5282263726
1248	0.5280603613
1249	0.5279171632
1250	0.5277735881
1251	0.5276583095
1252	0.5275229042
1253	0.5273927765
1254	0.5272436311
1255	0.5271330309
1256	0.5269685328
1257	0.5268319132
1258	0.5266522135
1259	0.5264931406
1260	0.5263576633
1261	0.5262434379
1262	0.5260968708
1263	0.5259751382
1264	0.5257976866
1265	0.5256537572
1266	0.5254852963
1267	0.5253840832
1268	0.5252564273
1269	0.5251591992
1270	0.5250654683
1271	0.5249111344
1272	0.5248256582
1273	0.5246761666
1274	0.524526258
1275	0.5243502612
1276	0.5241673349
1277	0.5240578378
1278	0.5239698798
1279	0.5238875875
1280	0.5237809179
1281	0.5237110291
1282	0.5235730707
1283	0.5234674015
1284	0.5233539125
1285	0.5232617423
1286	0.5231206854
1287	0.5229672427
1288	0.5227899984
1289	0.5226697883
1290	0.5225436552
1291	0.5224017088
1292	0.5222507506
1293	0.5220860355
1294	0.5219741063
1295	0.5218270341
1296	0.5217066866
1297	0.5216004223
1298	0.5214441144
1299	0.5213307437
1300	0.5212288045
1301	0.5211287712
1302	0.5209712168
1303	0.5208201189
1304	0.5206666429
1305	0.5205389678
1306	0.5204182397
1307	0.5202654668
1308	0.5201133662
1309	0.5200033574
1310	0.5198919179
1311	0.5197232062
1312	0.5195605442
1313	0.5194285478
1314	0.5192857025
1315	0.5191674807
1316	0.5190544091
1317	0.5189215923
1318	0.5187286657
1319	0.5185651949
